Ionic radius ,Temperature,Frequency
2.06e-10,60,9120.0
2.06e-10,60,8320.0
2.06e-10,60,7590.0
2.06e-10,60,6920.0
2.06e-10,60,6310.0
2.06e-10,60,5750.0
2.06e-10,60,5250.0
2.06e-10,60,4790.0
2.06e-10,60,4370.0
2.06e-10,60,3980.0
2.06e-10,60,3630.0
2.06e-10,60,3310.0
2.06e-10,60,3020.0
2.06e-10,60,2750.0
2.06e-10,60,2510.0
2.06e-10,60,2290.0
2.06e-10,60,2090.0
2.06e-10,60,1910.0
2.06e-10,60,1740.0
2.06e-10,60,1580.0
2.06e-10,60,1450.0
2.06e-10,60,1320.0
2.06e-10,60,1200.0
2.06e-10,60,1100.0
2.06e-10,60,1000.0
2.06e-10,60,912.0
2.06e-10,60,832.0
2.06e-10,60,759.0
2.06e-10,60,692.0
2.06e-10,60,631.0
2.06e-10,60,575.0
2.06e-10,60,525.0
2.06e-10,60,479.0
2.06e-10,60,437.0
2.06e-10,60,398.0
2.06e-10,60,363.0
2.06e-10,60,331.0
2.06e-10,60,302.0
2.06e-10,60,275.0
2.06e-10,60,251.0
2.06e-10,60,229.0
2.06e-10,60,209.0
2.06e-10,60,191.0
2.06e-10,60,174.0
2.06e-10,60,158.0
2.06e-10,60,145.0
2.06e-10,60,132.0
2.06e-10,60,120.0
2.06e-10,60,110.0
2.06e-10,60,100.0
2.06e-10,60,91.2
2.06e-10,60,83.2
2.06e-10,60,75.9
2.06e-10,60,69.2
2.06e-10,60,63.1
2.06e-10,60,57.5
2.06e-10,60,52.5
2.06e-10,60,47.9
2.06e-10,60,43.7
2.06e-10,60,39.8
2.06e-10,60,36.3
2.06e-10,60,33.1
2.06e-10,60,30.2
2.06e-10,60,27.5
2.06e-10,60,25.1
2.06e-10,60,22.9
2.06e-10,60,20.9
2.06e-10,60,19.1
2.06e-10,60,17.4
2.06e-10,60,15.8
2.06e-10,60,14.5
2.06e-10,60,13.2
2.06e-10,60,12.0
2.06e-10,60,11.0
2.06e-10,60,10.0
2.06e-10,60,9.12
2.06e-10,60,8.32
2.06e-10,60,7.59
2.06e-10,60,6.92
2.06e-10,60,6.31
2.06e-10,60,5.75
2.06e-10,60,5.25
2.06e-10,60,4.79
2.06e-10,60,4.37
2.06e-10,60,3.98
2.06e-10,60,3.63
2.06e-10,60,3.31
2.06e-10,60,3.02
2.06e-10,60,2.75
2.06e-10,60,2.51
2.06e-10,60,2.29
2.06e-10,60,2.09
2.06e-10,60,1.91
2.06e-10,60,1.74
2.06e-10,60,1.58
2.06e-10,60,1.45
2.06e-10,60,1.32
2.06e-10,60,1.2
2.06e-10,60,1.1
2.06e-10,60,1.0
